k1,25
k2,25
k3,25
k4,25
k6,25
k7,25
k8,25
k9,25
k10,25
k12,25
k13,25
k14,25
k11CO3,33
k11OCL,44
k11OH,3
kDOC1,55
kDOC2,10
AC1,25
AC2,25
AC3,25
TOTNH,25
TOTCO,25
S1,40
S2,24
TOC,25
